"nim","nama","prodi","kabupaten","provinsi","penghasilan_ayah","Prestasi yang pernah saudara/i raih ?","Apa yang membuat saudara/ i tertarik kuliah di Universitas Nurul Jadid ?","Siapa yang memotivasi saudara/ i hingga akhirnya memilih kuliah di Universitas Nurul Jadid ?","prestasi_terkini"
"2179370694","mahasiswa 694","KEP","KAB. PROBOLINGGO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Lainnya","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2179470695","mahasiswa 695","KEP","KAB. PROBOLINGGO","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2179570696","mahasiswa 696","KEP","KAB. PROBOLINGGO","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2179670697","mahasiswa 697","KEP","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Tidak pernah meraih prestasi","Ada saudara/ teman yang kuliah di UNUJA","Orang tua/ kerabat","0"
"2179770698","mahasiswa 698","KEP","KAB. SITUBONDO","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Juara di sekolah","Kampus berbasis pesantren","Orang tua/ kerabat","1"
"2179870699","mahasiswa 699","KEP","KAB. BANYUWANGI","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Orang tua/ kerabat","0"
"2179970700","mahasiswa 700","KEP","KAB. BONDOWOSO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Juara di luar sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2180070701","mahasiswa 701","KEP","KAB. SITUBONDO","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2180170702","mahasiswa 702","KEP","KAB. BONDOWOSO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2180270703","mahasiswa 703","KEP","KOTA PROBOLINGGO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2180370704","mahasiswa 704","KEP","KAB. LUMAJANG","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di luar sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2180470705","mahasiswa 705","KEP","KOTA PROBOLINGGO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Tidak pernah meraih prestasi","Ada saudara/ teman yang kuliah di UNUJA","Kesadaran diri sendiri","0"
"2180570706","mahasiswa 706","KEP","KAB. BONDOWOSO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Lainnya","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2180670707","mahasiswa 707","KEP","KAB. BONDOWOSO","Jawa Timur","Kurang dari Rp. 500.000","Lainnya","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2180770708","mahasiswa 708","KEP","KAB. BONDOWOSO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2180870709","mahasiswa 709","KEP","KAB. BULELENG","Bali","Rp. 500.001 s/d Rp. 999.999","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Orang tua/ kerabat","0"
"2180970710","mahasiswa 710","KEP","KAB. PROBOLINGGO","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Orang tua/ kerabat","0"
"2181070711","mahasiswa 711","KEP","KOTA PASURUAN","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2181170712","mahasiswa 712","KEP","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Tidak pernah meraih prestasi","Dekat dari rumah","Kesadaran diri sendiri","0"
"2181270713","mahasiswa 713","KEP","KAB. BONDOWOSO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2181370714","mahasiswa 714","KEP","KAB. PROBOLINGGO","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Tidak pernah meraih prestasi","Dekat dari rumah","Kesadaran diri sendiri","0"
"2181470715","mahasiswa 715","KEP","KAB. PROBOLINGGO","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2181570716","mahasiswa 716","KEP","KAB. PROBOLINGGO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2181670717","mahasiswa 717","KEP","KAB. PROBOLINGGO","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Tidak pernah meraih prestasi","Dekat dari rumah","Kesadaran diri sendiri","0"
"2181770718","mahasiswa 718","KEP","KAB. PROBOLINGGO","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Tidak pernah meraih prestasi","Lainnya","Orang tua/ kerabat","0"
"2181870719","mahasiswa 719","KEP","KAB. SITUBONDO","Jawa Timur","Kurang dari Rp. 500.000","Lainnya","Ada saudara/ teman yang kuliah di UNUJA","Kesadaran diri sendiri","0"
"2181970720","mahasiswa 720","KEP","KAB. PROBOLINGGO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Juara di sekolah","Lainnya","Lainnya","1"
"2182070721","mahasiswa 721","KEP","KAB. BONDOWOSO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di luar sekolah","Kampus berbasis pesantren","Orang tua/ kerabat","1"
"2182170722","mahasiswa 722","KEP","KOTA PROBOLINGGO","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2182270723","mahasiswa 723","KEP","KAB. BONDOWOSO","Jawa Timur","Kurang dari Rp. 500.000","Juara di luar sekolah","Dipaksa orang tua","Lainnya","1"
"2182370724","mahasiswa 724","KEP","KAB. BONDOWOSO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di luar sekolah","Kampus berbasis pesantren","Orang tua/ kerabat","1"
"2182470725","mahasiswa 725","KEP","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Orang tua/ kerabat","0"
"2182570726","mahasiswa 726","KEP","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di sekolah","Biaya terjangkau","Kesadaran diri sendiri","1"
"2182670727","mahasiswa 727","KEP","KAB. KARANGASEM","Bali","Rp. 500.001 s/d Rp. 999.999","Tidak pernah meraih prestasi","Fasilitas bagus","Teman sekolah","0"
"2182770728","mahasiswa 728","KEP","KAB. BONDOWOSO","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2182870729","mahasiswa 729","KEP","KAB. BANYUWANGI","Jawa Timur","Kurang dari Rp. 500.000","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2182970730","mahasiswa 730","KEP","KAB. BONDOWOSO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2183070731","mahasiswa 731","KEP","KAB. SITUBONDO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di sekolah","Kampus berbasis pesantren","Orang tua/ kerabat","1"
"2183170732","mahasiswa 732","KEP","KAB. JEMBER","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2183270733","mahasiswa 733","KEP","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2183370734","mahasiswa 734","KEP","KAB. BANYUWANGI","Jawa Timur","Kurang dari Rp. 500.000","Lainnya","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2183470735","mahasiswa 735","KEP","KAB. SITUBONDO","Jawa Timur","Kurang dari Rp. 500.000","Juara di luar sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2183570736","mahasiswa 736","KEP","KAB. SITUBONDO","Jawa Timur","Kurang dari Rp. 500.000","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2183670737","mahasiswa 737","KEP","KAB. PROBOLINGGO","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2183770738","mahasiswa 738","KEP","KAB. SITUBONDO","Jawa Timur","Kurang dari Rp. 500.000","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2183870739","mahasiswa 739","KEP","KAB. SITUBONDO","Jawa Timur","Kurang dari Rp. 500.000","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2183970740","mahasiswa 740","KEP","KAB. SUMENEP","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Guru di sekolah","0"
"2184070741","mahasiswa 741","KEP","KAB. SITUBONDO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2184170742","mahasiswa 742","KEP","KAB. SITUBONDO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Lainnya","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2184270743","mahasiswa 743","KEB","KAB. PROBOLINGGO","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Lainnya","Dekat dari rumah","Kesadaran diri sendiri","0"
"2184370744","mahasiswa 744","KEB","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di sekolah","Kampus berbasis pesantren","Orang tua/ kerabat","1"
"2184470745","mahasiswa 745","KEB","KAB. SAMPANG","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2184570746","mahasiswa 746","KEB","KAB. PROBOLINGGO","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Tidak pernah meraih prestasi","Dekat dari rumah","Kesadaran diri sendiri","0"
"2184670747","mahasiswa 747","KEB","KOTA BATAM","Kepulauan Riau","Rp. 2.000.000 s/d Rp. 4.999.999","Lainnya","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2184770748","mahasiswa 748","KEB","KAB. BANGKALAN","Jawa Timur","Kurang dari Rp. 500.000","Juara di sekolah","Kampus berbasis pesantren","Orang tua/ kerabat","1"
"2184870749","mahasiswa 749","KEB","KAB. JEMBRANA","Bali","Rp. 1.000.000 s/d Rp. 1.999.999","Tidak pernah meraih prestasi","Dipaksa orang tua","Orang tua/ kerabat","0"
"2184970750","mahasiswa 750","KEB","KAB. SUMENEP","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2185070751","mahasiswa 751","KEB","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2185170752","mahasiswa 752","KEB","KAB. JEMBER","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Juara di luar sekolah","Kampus berbasis pesantren","Orang tua/ kerabat","1"
"2185270753","mahasiswa 753","KEB","KAB. GRESIK","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2185370754","mahasiswa 754","NERS","KAB. SITUBONDO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Tidak pernah meraih prestasi","Biaya terjangkau","Orang tua/ kerabat","0"
"2185470755","mahasiswa 755","NERS","KAB. SITUBONDO","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Tidak pernah meraih prestasi","Dekat dari rumah","Kesadaran diri sendiri","0"
"2185570756","mahasiswa 756","NERS","KAB. SITUBONDO","Jawa Timur","Kurang dari Rp. 500.000","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2185670757","mahasiswa 757","NERS","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Juara di sekolah","Biaya terjangkau","Orang tua/ kerabat","1"
"2185770758","mahasiswa 758","NERS","KAB. BONDOWOSO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Lainnya","Kampus berbasis pesantren","Orang tua/ kerabat","0"
"2185870759","mahasiswa 759","NERS","KAB. PASURUAN","Jawa Timur","Kurang dari Rp. 500.000","Juara di sekolah","Biaya terjangkau","Lainnya","1"
"2185970760","mahasiswa 760","NERS","KAB. BONDOWOSO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2186070761","mahasiswa 761","NERS","KAB. PROBOLINGGO","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Juara di sekolah","Dipaksa orang tua","Orang tua/ kerabat","1"
"2186170762","mahasiswa 762","HK","KAB. SITUBONDO","Jawa Timur","Kurang dari Rp. 500.000","Juara di sekolah","Fasilitas bagus","Kesadaran diri sendiri","1"
"2186270763","mahasiswa 763","HK","KOTA PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di luar sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2186370764","mahasiswa 764","HK","KAB. SITUBONDO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2186470765","mahasiswa 765","HK","KOTA BANJARBARU","Kalimantan Selatan","Rp. 5.000.000 s/d Rp. 20.000.000","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2186570766","mahasiswa 766","HK","KAB. PROBOLINGGO","Jawa Timur","Rp. 5.000.000 s/d Rp. 20.000.000","Lainnya","Dekat dari rumah","Kesadaran diri sendiri","0"
"2186670767","mahasiswa 767","HK","KAB. KUBU RAYA","Kalimantan Barat","Kurang dari Rp. 500.000","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Orang tua/ kerabat","0"
"2186770768","mahasiswa 768","HK","KAB. SITUBONDO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Orang tua/ kerabat","0"
"2186870769","mahasiswa 769","HK","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Tidak pernah meraih prestasi","Dekat dari rumah","Kesadaran diri sendiri","0"
"2186970770","mahasiswa 770","HK","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Lainnya","Dekat dari rumah","Orang tua/ kerabat","0"
"2187070771","mahasiswa 771","HK","KAB. SITUBONDO","Jawa Timur","Kurang dari Rp. 500.000","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Orang tua/ kerabat","0"
"2187170772","mahasiswa 772","HK","KAB. LUMAJANG","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Lainnya","Kampus berbasis pesantren","Orang tua/ kerabat","0"
"2187270773","mahasiswa 773","HK","KAB. CIAMIS","Jawa Barat","Kurang dari Rp. 500.000","Juara di sekolah","Kampus berbasis pesantren","Lainnya","1"
"2187370774","mahasiswa 774","HK","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di luar sekolah","Biaya terjangkau","Kesadaran diri sendiri","1"
"2187470775","mahasiswa 775","HK","KAB. LUMAJANG","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Orang tua/ kerabat","0"
"2187570776","mahasiswa 776","HK","KAB. SITUBONDO","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2187670777","mahasiswa 777","HK","KAB. PAMEKASAN","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Tidak pernah meraih prestasi","Fasilitas bagus","Kesadaran diri sendiri","0"
"2187770778","mahasiswa 778","HK","KAB. BONDOWOSO","Jawa Timur","Kurang dari Rp. 500.000","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2187870779","mahasiswa 779","HK","KAB. BONDOWOSO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2187970780","mahasiswa 780","HK","KAB. BONDOWOSO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Tidak pernah meraih prestasi","Fasilitas bagus","Kesadaran diri sendiri","0"
"2188070781","mahasiswa 781","HK","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Juara di luar sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2188170782","mahasiswa 782","HK","KAB. SUMENEP","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2188270783","mahasiswa 783","HK","KAB. PROBOLINGGO","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Juara di sekolah","Kampus berbasis pesantren","Orang tua/ kerabat","1"
"2188370784","mahasiswa 784","HK","KAB. PROBOLINGGO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Tidak pernah meraih prestasi","Dekat dari rumah","Teman sekolah","0"
"2188470785","mahasiswa 785","HK","KAB. SITUBONDO","Jawa Timur","Kurang dari Rp. 500.000","Juara di luar sekolah","Fasilitas bagus","Orang tua/ kerabat","1"
"2188570786","mahasiswa 786","HK","KAB. PROBOLINGGO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2188670787","mahasiswa 787","HK","KAB. PROBOLINGGO","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2188770788","mahasiswa 788","HK","KAB. PROBOLINGGO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Juara di sekolah","Dekat dari rumah","Orang tua/ kerabat","1"
"2188870789","mahasiswa 789","HK","KAB. SITUBONDO","Jawa Timur","Kurang dari Rp. 500.000","Juara di sekolah","Kampus berbasis pesantren","Guru di sekolah","1"
"2188970790","mahasiswa 790","HK","KAB. BADUNG","Bali","Rp. 2.000.000 s/d Rp. 4.999.999","Tidak pernah meraih prestasi","Ada saudara/ teman yang kuliah di UNUJA","Orang tua/ kerabat","0"
"2189070791","mahasiswa 791","HK","KAB. SUMENEP","Jawa Timur","Kurang dari Rp. 500.000","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2189170792","mahasiswa 792","HK","KAB. BONDOWOSO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Orang tua/ kerabat","0"
"2189270793","mahasiswa 793","HK","KAB. BONDOWOSO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di sekolah","Kampus berbasis pesantren","Orang tua/ kerabat","1"
"2189370794","mahasiswa 794","HK","KAB. PROBOLINGGO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Juara di luar sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2189470795","mahasiswa 795","HK","KAB. SUMENEP","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2189570796","mahasiswa 796","HK","KAB. BONDOWOSO","Jawa Timur","Kurang dari Rp. 500.000","Lainnya","Kampus berbasis pesantren","Orang tua/ kerabat","0"
"2189670797","mahasiswa 797","HK","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2189770798","mahasiswa 798","HK","KAB. BONDOWOSO","Jawa Timur","","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2189870799","mahasiswa 799","HK","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Lainnya","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2189970800","mahasiswa 800","MAT","KAB. JEMBER","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Juara di luar sekolah","Kampus berbasis pesantren","Orang tua/ kerabat","1"
"2190070801","mahasiswa 801","MAT","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Juara di sekolah","Dekat dari rumah","Kesadaran diri sendiri","1"
"2190170802","mahasiswa 802","MAT","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2190270803","mahasiswa 803","MAT","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2190370804","mahasiswa 804","MAT","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2190470805","mahasiswa 805","MAT","KAB. PROBOLINGGO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Tidak pernah meraih prestasi","Dekat dari rumah","Teman sekolah","0"
"2190570806","mahasiswa 806","MAT","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di sekolah","Dekat dari rumah","Orang tua/ kerabat","1"
"2190670807","mahasiswa 807","MAT","KAB. JEMBRANA","Bali","Rp. 2.000.000 s/d Rp. 4.999.999","Juara di luar sekolah","Kampus berbasis pesantren","Orang tua/ kerabat","1"
"2190770808","mahasiswa 808","MAT","KAB. PROBOLINGGO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2190870809","mahasiswa 809","MAT","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Juara di sekolah","Dekat dari rumah","Kesadaran diri sendiri","1"
"2190970810","mahasiswa 810","MAT","KAB. PROBOLINGGO","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Juara di sekolah","Dekat dari rumah","Kesadaran diri sendiri","1"
"2191070811","mahasiswa 811","MAT","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Tidak pernah meraih prestasi","Dekat dari rumah","Kesadaran diri sendiri","0"
"2191170812","mahasiswa 812","MAT","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Juara di sekolah","Kampus berbasis pesantren","Orang tua/ kerabat","1"
"2191270813","mahasiswa 813","MAT","KAB. PROBOLINGGO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2191370814","mahasiswa 814","MAT","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Juara di sekolah","Dekat dari rumah","Kesadaran diri sendiri","1"
"2191470815","mahasiswa 815","MAT","KAB. BREBES","Jawa Tengah","Kurang dari Rp. 500.000","Juara di sekolah","Kampus berbasis pesantren","Guru di sekolah","1"
"2191570816","mahasiswa 816","MAT","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di sekolah","Kampus berbasis pesantren","Guru di sekolah","1"
"2191670817","mahasiswa 817","MAT","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2191770818","mahasiswa 818","PBI","KAB. PROBOLINGGO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Tidak pernah meraih prestasi","Fasilitas bagus","Orang tua/ kerabat","0"
"2191870819","mahasiswa 819","PBI","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Juara di sekolah","Kampus berbasis pesantren","Guru di sekolah","1"
"2191970820","mahasiswa 820","PBI","KAB. PROBOLINGGO","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Tidak pernah meraih prestasi","Dekat dari rumah","Kesadaran diri sendiri","0"
"2192070821","mahasiswa 821","PBI","KAB. PROBOLINGGO","Jawa Timur","","Tidak pernah meraih prestasi","Dekat dari rumah","Kesadaran diri sendiri","0"
"2192170822","mahasiswa 822","PBI","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Juara di sekolah","Biaya terjangkau","Kesadaran diri sendiri","1"
"2192270823","mahasiswa 823","PBI","KAB. BONDOWOSO","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Juara di luar sekolah","Kampus berbasis pesantren","Orang tua/ kerabat","1"
"2192370824","mahasiswa 824","PBI","KAB. PROBOLINGGO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Juara di sekolah","Kampus berbasis pesantren","Orang tua/ kerabat","1"
"2192470825","mahasiswa 825","PBI","KAB. JEMBER","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Lainnya","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2192570826","mahasiswa 826","PBI","KAB. BONDOWOSO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Lainnya","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2192670827","mahasiswa 827","PBI","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Lainnya","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2192770828","mahasiswa 828","PBI","KAB. PROBOLINGGO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Orang tua/ kerabat","0"
"2192870829","mahasiswa 829","PBI","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2192970830","mahasiswa 830","PBI","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2193070831","mahasiswa 831","PBI","KAB. SITUBONDO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di luar sekolah","Dekat dari rumah","Lainnya","1"
"2193170832","mahasiswa 832","PBI","KAB. SITUBONDO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
